,FLIGHT_NUMBER,TAIL_NUMBER
331869,4322,N12166
331883,4302,N11106
331928,3951,N21537
331932,5673,N11547
331948,4725,N15910
331949,5672,N14991
331957,5306,N859AS
331962,3925,N15572
331963,4175,N33182
331966,4345,N17185
332018,4358,N17138
332021,5808,N14991
332024,5975,N21129
332035,4095,N14143
332052,4253,N11536
332096,3954,N11187
332099,5248,N744EV
332113,5795,N16911
332131,5950,N13978
332176,4137,N12567
332177,4201,N21130
332178,4362,N13968
332179,4688,N36915
332180,4737,N16999
332189,5918,N12924
332215,4244,N11184
332216,5134,N738EV
332230,4181,N21144
332273,3953,N11164
332274,5152,N981EV
332303,4350,N14542
332316,4207,N12175
332382,4959,N614QX
332385,5066,N840AS
332427,4895,N612QX
332428,5964,N11150
332433,3265,N14907
332467,4147,N11119
332468,4281,N13914
332469,5480,N709EV
332489,3934,N15973
332490,5684,N14180
332496,4090,N22909
332497,4573,N14916
332499,5802,N14168
332505,4139,N13123
332509,4628,N14543
332570,5520,N718EV
332585,3950,N12160
332586,5598,N839AS
332597,4163,N10575
332598,4604,N11127
332612,4259,N14920
332613,5665,N11109
332614,5262,N719EV
332626,4145,N16987
332627,4391,N12528
332629,6089,N14186
332687,4205,N11551
332688,4744,N13970
332689,5199,N853AS
332690,5577,N753EV
332721,5934,N12900
332773,4454,N22971
332774,4564,N14977
332792,5790,N15986
332797,3269,N11113
332882,5801,N24103
332960,3940,N16541
332967,6115,N11194
332985,6114,N26549
332990,4478,N27190
332998,4228,N13964
332999,5679,N13550
333052,2525,N879AS
333054,3271,N12922
333076,4264,N19554
333127,6093,N11539
333147,5678,N14950
333157,4516,N14568
333202,5505,N722EV
333216,3961,N11176
333220,4615,N12569
333226,4093,N11137
333268,4540,N14573
333290,5593,N723EV
333298,4320,N12172
333338,3959,N18557
333354,4684,N14177
333357,4758,N26545
333358,6026,N12564
333411,4184,N12967
333470,4267,N14904
333488,4355,N16919
333491,4538,N12136
333541,4194,N13903
333546,4498,N17146
333604,5405,N752EV
333623,4216,N13969
333628,5431,N740EV
333679,4159,N15985
333680,4414,N27200
333702,4382,N13958
333714,4450,N17138
333772,5585,N860AS
333785,4272,N11106
333786,5932,N13989
333791,4353,N12201
333792,5922,N12921
333817,3958,N11181
333818,3964,N13997
333819,4151,N16571
333821,5470,N751EV
333881,3927,N14188
333882,4124,N14143
333883,4210,N17138
333884,4262,N15910
333885,4308,N12166
333886,4368,N16963
333887,4618,N11548
333888,5026,N853AS
333889,5159,N708EV
333891,5337,N759EV
333892,5780,N12540
333912,5803,N14902
333988,4285,N16976
333989,4367,N12996
333990,4545,N25134
333991,4683,N14171
333995,3956,N13913
333998,4330,N16183
334008,4177,N14916
334050,4146,N13988
334051,4361,N15555
334058,5805,N12530
334066,4749,N14117
334118,4582,N11526
334119,5205,N758EV
334124,5806,N14959
334125,5807,N17115
334126,6138,N14974
334136,4344,N12528
334181,4456,N15527
334182,5095,N686BR
334202,4091,N12552
334207,4627,N18102
334236,4359,N21537
334237,4407,N13979
334238,4554,N16559
334239,4595,N14204
334240,5060,N133EV
334242,5953,N11194
334259,4605,N12145
334266,4713,N12900
334267,6055,N12157
334274,4191,N17169
334331,4188,N13133
334332,4726,N12924
334357,4284,N11119
334358,5429,N925EV
334363,4352,N19966
334421,5075,N847AS
334422,5121,N611QX
334423,5605,N371CA
334434,4356,N15973
334437,4238,N11165
334482,4170,N14904
334483,5360,N748EV
334484,6155,N24103
334504,5767,N827AS
334507,5111,N166PQ
334512,5036,N868AS
334513,5975,N11199
334556,4667,N16112
334557,4983,N710EV
334564,4312,N16546
334578,5960,N14186
334591,6167,N16571
334640,4269,N12195
334645,6108,N11184
334676,4446,N12163
334717,5096,N713EV
334737,4095,N15986
334755,5615,N709EV
334810,2536,N901EV
334812,4444,N14907
334813,4904,N926EV
334869,4373,N14977
334870,4716,N11181
334871,5082,N974EV
334873,5436,N856AS
334875,5984,N13913
334876,6117,N13908
334882,4237,N14993
334883,4321,N13124
334896,6129,N18557
334900,6062,N18120
334947,5038,N719EV
334948,5241,N927EV
334949,5311,N922EV
334951,5394,N881AS
334958,5557,N914EV
335002,5907,N26549
335017,4314,N12922
335050,6087,N13956
335101,4672,N16149
335147,3943,N33182
335285,4224,N13132
335286,5351,N870AS
335344,5156,N849AS
335345,5611,N936EV
335349,5022,N872AS
335350,5225,N878AS
335394,5621,N917EV
335420,4144,N15574
335450,3958,N14125
335451,4980,N867AS
335459,5218,N840AS
335463,5595,N937EV
335503,3263,N12528
335504,4153,N17196
335505,4516,N24128
335506,4752,N14998
335507,4703,N14916
335508,5905,N11194
335525,4119,N12201
335526,4363,N22971
335558,3951,N13903
335571,4111,N13968
335572,4231,N27190
335573,4248,N12172
335574,4684,N18556
335607,4976,N608QX
335608,5052,N884AS
335660,4512,N12136
335701,4748,N16546
335730,4997,N853AS
335731,5073,N723EV
335735,4329,N11187
335767,2526,N879AS
335789,5247,N981EV
335824,6138,N12195
335825,6180,N14974
335869,4404,N21144
335870,5806,N12157
335876,6055,N14959
335928,5923,N11119
335935,5350,N844AS
336076,5042,N851AS
336077,5055,N858AS
336078,5373,N921EV
336245,5326,N723EV
336280,4288,N13903
336286,4671,N24128
336287,4685,N14916
336299,4209,N27190
336310,4208,N12163
336312,5007,N858AS
336334,4557,N18556
336342,4389,N13969
336343,4568,N12172
336354,5123,N883AS
336375,5286,N849AS
336376,5543,N851AS
336377,5362,N900EV
336378,6105,N14117
336379,6176,N12157
336388,4951,N847AS
336406,4162,N13124
336407,4279,N13958
336408,4508,N16149
336410,5501,N936EV
336411,5902,N12160
336412,5946,N13968
336441,5313,N937EV
336442,5680,N14143
336652,3941,N11194
336655,4149,N13979
336669,4371,N13988
336670,4422,N14904
336671,4411,N14204
336672,4533,N17146
336673,4646,N15574
336674,4676,N21144
336675,4603,N12195
336677,4585,N10575
336678,4740,N13970
336679,4945,N730EV
336682,5015,N608QX
336684,4928,N861AS
336686,5230,N878AS
336688,5435,N925EV
336689,5491,N884AS
336692,5432,N722EV
336693,5469,N839AS
336694,5575,N872AS
336696,5265,N752EV
336697,5370,N881AS
336698,5981,N13908
336699,5917,N21537
336700,6082,N13956
336702,6143,N18557
336703,6164,N26545
336802,5900,N13913
336809,6133,N12900
336816,4558,N12145
336817,5043,N927EV
336826,4393,N12569
336872,4129,N11187
336873,4682,N15527
336874,5046,N868AS
336877,6020,N11119
336896,4212,N27200
336897,4150,N13118
336898,6177,N19966
336903,4334,N16963
336909,4655,N14125
336944,6091,N21129
336961,4374,N12201
336962,4735,N15985
337022,4652,N13978
337023,4719,N12924
337024,4701,N14907
337026,5050,N759EV
337027,5961,N12564
337028,5919,N16918
337096,4179,N16976
337164,4648,N11165
337165,4862,N19554
337166,5219,N840AS
337167,5294,N718EV
337169,6171,N11164
337182,4700,N17560
337186,4292,N12166
337259,4251,N14974
337265,4428,N11548
337266,4535,N16112
337267,5158,N980EV
337269,5210,N981EV
337271,5500,N926EV
337272,5581,N146PQ
337273,5782,N12540
337344,4588,N11526
337345,4589,N14993
337360,4241,N14977
337396,4123,N11176
337398,4384,N13914
337399,5163,N166PQ
337400,5187,N686BR
337401,5200,N611QX
337402,5379,N922EV
337403,6083,N11539
337414,2537,N901EV
337416,6042,N13161
337467,3272,N16999
337474,5910,N13979
337494,4736,N13132
337538,4697,N13964
337539,4710,N12967
337561,3924,N15910
337588,5614,N709EV
337589,5359,N921EV
337789,3262,N14168
337790,4131,N34111
337804,5039,N719EV
337805,5336,N867AS
337806,5439,N860AS
337807,5492,N914EV
337809,5560,N713EV
337832,5797,N12175
337929,4197,N11113
337930,4555,N12528
337946,5154,N723EV
337986,4176,N15986
337988,4765,N26545
337989,4711,N12136
337993,4319,N16961
337994,4349,N13989
338000,4120,N18102
338001,4510,N16183
338010,4722,N12900
338014,4138,N11109
338015,4521,N15985
338016,5132,N758EV
338057,4747,N14180
338122,4128,N13903
338123,4168,N14972
338125,4383,N11127
338126,4405,N14991
338127,4575,N17524
338128,4745,N27190
338138,5794,N24128
338201,4117,N14902
338208,4522,N12552
338209,5221,N748EV
338223,4567,N25134
338224,5940,N12924
338229,3926,N14198
338230,4685,N11137
338316,4476,N12922
338317,5035,N856AS
338318,5275,N181PQ
338330,5787,N11181
338342,5973,N16571
338392,3259,N13550
338406,4189,N11536
338457,5783,N14916
338464,4507,N29917
338467,5920,N13997
338469,4743,N13133
338512,4133,N12172
338513,4670,N14558
338514,5223,N604QX
338515,5621,N916EV
338532,6122,N13956
338533,5995,N16999
338536,5027,N882AS
338537,5987,N16559
338572,2514,N879AS
338597,4453,N14542
338629,4213,N18557
338631,4432,N14920
338782,5472,N871AS
338784,6056,N17138
338796,4339,N26141
338842,3952,N12996
338848,4261,N16911
338849,4755,N10575
338850,6045,N16918
338893,4399,N14188
338894,4691,N12201
338966,3935,N17146
338972,4888,N691CA
338974,5537,N708EV
338975,5978,N13913
338976,6157,N18120
339002,4933,N738EV
339012,5185,N759EV
339013,5936,N24103
339014,6176,N14959
339063,4996,N853AS
339064,5077,N937EV
339065,5167,N870AS
339066,5401,N936EV
339067,5582,N933EV
339087,4097,N12175
339088,4198,N17169
339089,4750,N26549
339098,4533,N13958
339145,5162,N858AS
339146,5524,N740EV
339147,5985,N14950
339168,4676,N13992
339179,4299,N14977
339180,4563,N19966
339181,5508,N135EV
339218,4099,N14143
339219,4166,N12195
339220,5084,N605QX
339240,4712,N15555
339317,4132,N13970
339322,5393,N722EV
339323,5332,N931EV
339324,5437,N872AS
339331,4324,N12921
339373,6110,N16178
339377,5142,N611QX
339426,4537,N17115
339427,5502,N676CA
339442,4164,N12145
339444,5008,N153PQ
339445,5675,N16963
339499,4136,N11106
339500,4258,N15912
339501,4523,N16541
339504,6030,N21130
339524,4154,N13968
339526,5289,N371CA
339527,5487,N847AS
339543,4315,N15574
339593,4141,N16919
339594,4142,N16147
339599,4491,N15973
339600,4435,N15910
339602,6077,N11150
339630,4208,N11548
339690,4297,N21144
339691,5361,N974EV
339711,4557,N14171
339712,5129,N741EV
339714,6011,N14998
339755,2559,N907EV
339757,4403,N22909
339776,3258,N12569
339858,2548,N901EV
339859,4114,N15572
339860,4122,N12136
339861,4215,N13989
339869,4524,N11113
339870,4392,N17185
339873,6067,N14186
339906,4229,N14974
339956,4981,N839AS
339958,5243,N868AS
339959,5328,N852AS
339961,5509,N724EV
339963,5532,N608QX
339986,4638,N12166
339987,4593,N13988
339988,5293,N838AS
339990,4179,N14993
339991,4366,N19554
339992,5541,N849AS
339994,5785,N16976
340000,5245,N917EV
340007,6132,N13979
340042,4187,N16183
340043,4296,N13903
340057,4606,N22971
340058,5102,N900EV
340059,5779,N14972
340113,4626,N16112
340114,5392,N753EV
340115,5622,N916EV
340129,6003,N14198
340137,4747,N14568
340208,4496,N11536
340210,5231,N181PQ
340216,5677,N13118
340257,5612,N709EV
340277,4925,N851AS
340333,4687,N12924
340335,5067,N900EV
340361,5996,N12552
340369,4214,N18102
340370,6075,N11199
340395,4283,N12967
340396,4762,N26545
340397,5021,N758EV
340408,6161,N24128
340422,5034,N686BR
340424,5372,N981EV
340478,4514,N13132
340512,4768,N12567
340513,5040,N861AS
340558,4389,N14558
340559,6023,N16178
340560,6110,N13997
340562,6164,N13550
340584,5981,N16571
340589,4098,N14902
340598,4341,N14991
340641,5005,N914EV
340660,4346,N11184
340664,4183,N11194
340710,4525,N34111
340712,5494,N146PQ
340741,5485,N878AS
340750,6104,N11181
340759,3955,N12922
340760,5969,N14116
340776,5090,N921EV
340856,4670,N12996
340857,4700,N14907
340858,5076,N926EV
340860,5451,N738EV
340861,5477,N391CA
340862,5416,N740EV
340865,5925,N16961
340898,5579,N881AS
340963,4640,N48901
340965,5415,N718EV
340966,5926,N11164
340983,6099,N21129
340991,4495,N14570
340997,4553,N11565
341051,4497,N29917
341052,4898,N730EV
341053,5531,N853AS
341054,5535,N922EV
341070,3833,N12157
341071,4565,N15574
341084,4390,N19966
341133,4101,N13914
341137,4192,N12540
341138,4664,N11107
341140,4932,N371CA
341141,5299,N760EV
341142,5438,N927EV
341146,5994,N13958
341158,5789,N16987
341170,4427,N14179
341171,4902,N980EV
341182,4256,N13975
341193,6153,N11547
341240,4574,N36915
341247,4581,N17146
341290,4921,N856AS
341291,5190,N867AS
341305,5165,N138EV
341306,5246,N920EV
341320,4364,N12900
341321,4727,N26549
341322,5087,N860AS
341332,4243,N14188
341334,4200,N12145
341390,3261,N27962
341391,4255,N14204
341405,5033,N931EV
341418,4704,N14117
341419,6123,N10575
341425,5063,N528CA
341476,4546,N16918
341477,4756,N12201
341484,3256,N13970
341485,5909,N16999
341521,4506,N16976
341560,5609,N851AS
341565,4306,N15973
341604,6130,N11189
341628,4265,N16919
341682,4730,N21130
341696,4387,N15910
341709,4218,N15986
341710,4654,N13988
341752,3926,N14993
341754,4609,N14568
341767,5104,N712EV
341768,5048,N843AS
341773,4317,N14177
341784,5974,N17185
341792,4299,N16963
341863,3255,N12195
341871,4441,N11106
341900,4761,N13992
341920,4104,N14143
341951,4994,N722EV
341969,6171,N12163
341983,4992,N854AS
342028,5237,N719EV
342030,5958,N11548
342057,3944,N17115
342058,5236,N724EV
342074,4300,N11137
342076,6079,N13550
342077,6172,N13997
342079,4336,N24128
342130,5099,N927EV
342155,6135,N13913
342161,5489,N871AS
342162,6064,N14558
342163,5667,N15572
342223,5164,N759EV
342240,4746,N21144
342247,4617,N16183
342258,5467,N933EV
342286,3273,N14573
342288,4470,N14198
342289,4490,N13903
342290,4496,N12530
342291,4460,N12967
342295,4343,N14972
342310,4445,N14974
342331,5321,N371CA
342389,4503,N15912
342390,4729,N21537
342391,5322,N936EV
342421,4386,N14916
342504,4307,N11140
342505,4728,N13566
342508,5516,N713EV
342525,4110,N27190
342533,4169,N19554
342535,4481,N13964
342541,4223,N12172
342542,5418,N612QX
342579,5057,N608QX
342586,4251,N11127
342587,5273,N872AS
342649,4155,N17169
342651,4551,N12564
342652,4918,N752EV
342653,5151,N840AS
342654,5944,N11184
342674,5037,N153PQ
342681,4417,N11113
342732,5992,N16178
342754,4598,N12166
342755,4701,N14904
342800,4743,N13913
342801,5183,N870AS
342813,4708,N12136
342814,5041,N881AS
342820,6149,N13968
342836,5799,N16987
342902,4118,N26545
342913,5985,N13132
342914,6072,N11535
342944,3937,N11107
342950,4349,N12201
343007,5161,N748EV
343008,5395,N738EV
343009,6008,N13908
343021,5307,N849AS
343073,5442,N838AS
343074,5425,N858AS
343075,6050,N14116
343076,5675,N14158
343098,4750,N16961
343154,4909,N708EV
343155,5386,N974EV
343159,4316,N14959
343232,5240,N691CA
343280,5793,N13958
343286,4745,N18102
343296,3266,N12996
343349,3833,N13553
343353,4999,N852AS
343359,6116,N17185
343360,6015,N12567
343393,4174,N13989
343394,4500,N14171
343439,6178,N11187
343457,4325,N14907
343463,4222,N12163
343466,4489,N12540
343467,4631,N19966
343511,5020,N758EV
343520,4331,N14186
343541,4214,N12145
343543,4517,N25134
343594,4448,N13975
343595,4544,N13914
343612,4768,N12157
343667,4167,N14125
343668,4263,N34111
343671,4599,N14542
343673,5071,N740EV
343695,4296,N17196
343701,4275,N13566
343702,4654,N16147
343711,5281,N931EV
343712,5684,N12967
343713,5668,N14573
343718,6012,N22909
343768,4230,N11189
343769,4506,N31131
343777,4283,N22971
343792,4130,N16149
343793,4247,N16919
343794,4699,N12530
343868,4402,N13988
343894,4461,N16976
343895,4399,N16170
343916,4265,N14568
343917,4355,N29917
343918,4362,N16541
343919,4611,N14902
343920,5663,N15910
343959,4105,N11536
343961,4694,N15985
343964,5498,N981EV
343996,4431,N14570
344046,3933,N10575
344048,4457,N14143
344049,4635,N17146
344050,4756,N14558
344054,5447,N741EV
344055,5911,N12564
344056,6149,N17138
344090,4351,N16178
344096,4295,N15983
344097,4584,N14993
344098,4678,N14204
344151,3274,N13992
344153,3965,N16999
344154,4253,N13979
344156,4350,N13997
344157,5943,N28529
344158,5915,N14198
344184,4190,N11164
344238,4165,N13550
344240,4473,N16571
344241,5310,N713EV
344242,5909,N11539
344243,6132,N29906
344244,6123,N26549
344316,3920,N13970
344317,4226,N13969
344323,4311,N11535
344327,4217,N15912
344328,4387,N16112
344333,4358,N13903
344403,4394,N14916
344404,5074,N722EV
344413,4639,N11176
344414,6189,N27962
344432,4434,N12195
344477,2558,N880AS
344478,4504,N11184
344494,4867,N13968
344500,5419,N837AS
344503,4096,N16559
344510,5006,N855AS
344511,5059,N605QX
344564,4250,N16918
344593,4357,N14904
344656,5608,N181PQ
344657,5267,N921EV
344682,4085,N13965
344726,3946,N13132
344729,4395,N14991
344734,6033,N21129
344754,4738,N21537
344755,5356,N884AS
344756,5365,N600QX
344760,5461,N753EV
344766,4158,N27190
344818,4969,N868AS
344820,5381,N611QX
344837,5363,N709EV
344922,4435,N11199
344943,3258,N14543
344955,5317,N919EV
344956,5448,N847AS
345027,5925,N13913
345034,5783,N24103
345038,6023,N14972
345073,5571,N604QX
345096,4171,N11127
345137,5430,N856AS
345138,5558,N846AS
345139,6051,N12163
345154,5212,N851AS
345162,3939,N22971
345221,4228,N13995
345235,6161,N14186
345306,4404,N11140
345307,6138,N12567
345348,4199,N18102
345349,4276,N11526
345350,4478,N12136
345352,5114,N708EV
345359,4320,N36915
345383,3932,N13133
345384,4218,N11107
345385,4257,N21144
345388,4863,N12175
345390,5790,N13964
345406,4090,N11119
345407,5587,N741EV
345411,3271,N12145
345445,3940,N17138
345447,4518,N16147
345448,4667,N11187
345449,4763,N12157
345467,5931,N14125
345468,6064,N12996
345473,4466,N12166
345474,4649,N14158
345475,4619,N16183
345476,4758,N12564
345484,4737,N14558
345486,5986,N12201
345500,4204,N26545
345540,4681,N11547
345542,5924,N27962
345558,3937,N12967
345559,4364,N16963
345632,4143,N14923
345633,4541,N19966
345634,4609,N14168
345642,4707,N16987
345653,4746,N15572
345685,4727,N16961
345716,5068,N752EV
345723,5056,N936EV
345724,5482,N857AS
345726,5527,N914EV
345782,5153,N606LR
345784,6167,N11539
345785,6189,N14977
345803,4569,N14542
345804,5396,N738EV
345820,4572,N11548
345890,5028,N754EV
345891,5583,N371CA
345898,4333,N16919
345929,4291,N14568
345930,4379,N16976
345931,4386,N14993
345977,4277,N13161
345978,4449,N11551
345983,4347,N17196
346000,5613,N712EV
346008,4203,N18556
346009,6079,N14950
346043,5493,N760EV
346045,6156,N14179
346066,4372,N17115
346078,4112,N14902
346085,4871,N881AS
346120,4278,N11199
346121,4477,N13978
346122,4612,N12195
346124,5013,N840AS
346125,5331,N854AS
346142,5974,N11189
346146,3849,N16112
346148,4580,N25134
346165,5955,N14116
346201,5503,N873AS
346217,4581,N14171
346227,4227,N17146
346228,4167,N13958
346229,4329,N48901
346274,5233,N853AS
346277,5553,N980EV
346306,4335,N14907
346372,4973,N878AS
346374,5145,N751EV
346376,5177,N974EV
346378,5450,N758EV
346411,3957,N13997
346416,5604,N922EV
346456,4169,N12540
346457,4254,N13975
346459,4186,N12921
346461,4275,N11164
346463,4410,N13903
346466,5366,N755EV
346481,4272,N12922
346482,5460,N920EV
346541,5203,N710EV
346567,5662,N12530
346568,5906,N14177
346575,6004,N11184
346585,5781,N13914
346586,5668,N24103
346628,4433,N13132
346629,4576,N13118
346633,5956,N14920
346658,3942,N15910
346698,4353,N14923
346699,4300,N14204
346700,4481,N22971
346704,6009,N28529
346715,5495,N391CA
346720,3950,N17185
346731,4085,N21130
346785,5330,N759EV
346810,4659,N21129
346817,4106,N16999
346830,3953,N16571
346831,5098,N870AS
346832,6052,N14143
346834,5803,N17169
346903,4352,N14904
346904,4375,N34111
346905,4890,N604QX
346907,6127,N13550
346947,4456,N12175
346981,3256,N12564
346983,4716,N12996
346984,5070,N740EV
346985,5197,N931EV
346986,5335,N849AS
346987,5602,N900EV
346996,4104,N17138
347052,4239,N14916
347053,5065,N981EV
347054,5155,N924EV
347086,4431,N11113
347087,5420,N844AS
347093,3266,N14558
347095,4939,N883AS
347097,6172,N14198
347139,4860,N14168
347140,5565,N933EV
347159,4469,N14573
347161,6113,N13992
347165,4629,N12924
347166,5062,N937EV
347172,4864,N34110
347215,3930,N11127
347235,4441,N15985
347247,4193,N16541
347248,5513,N582CA
347283,3957,N14972
347284,3963,N13913
347286,5295,N872AS
347295,4311,N21537
347306,5951,N22909
347327,5980,N16178
347385,4611,N36915
347386,4930,N722EV
347411,4416,N12145
347466,5998,N13550
347478,3257,N26549
347482,4457,N13988
347484,4600,N10575
347490,4100,N14543
347496,4377,N29917
347541,3945,N11535
347544,4512,N14991
347545,4724,N13979
347546,5459,N738EV
347547,5506,N852AS
347559,4601,N11107
347565,5049,N873AS
347566,5149,N855AS
347617,4415,N11536
